Номер;;Статус;чтото;;Начисления;"Исходящие местные и переадре-
сация";;Исходящие МГ/МН;;SMS и MMS;GPRS и WAP;;Контент и голосовые услуги;Услуги в роуминге;;Квота;"Свобод-
ных сред-
ств по квоте";Фильтр;;еще;
79082103534;;Активен;M2M единый 10_2022;;31,19;0;;0;;0;14,69;;0;0;;150;135,31;Без ограничений;;0;
79082103734;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082103984;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082104085;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082104185;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082104287;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 32;;
;;;;;;;;;;;;;;;;;;;;;
79082104299;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082104377;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082104622;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082104929;;Активен;M2M единый 10_2022;;40,62;0;;0;;0;24,12;;0;0;;150;125,88;Без ограничений;;0;
79082105039;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082105066;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082105172;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082105313;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082105372;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082106029;;Активен;M2M единый 10_2022;;34,83;0;;0;;0;18,33;;0;0;;150;131,67;Без ограничений;;0;
79082106041;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082106092;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082106468;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082106481;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082106566;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082106721;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082106764;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082106848;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082106851;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082106906;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082106958;;Активен;M2M единый 10_2022;;26,34;0;;0;;0;9,84;;0;0;;150;140,16;Без ограничений;;0;
79082107124;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082107342;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082107403;;Активен;M2M единый 10_2022;;29,66;0;;0;;0;13,16;;0;0;;150;136,84;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 33;;
;;;;;;;;;;;;;;;;;;;;;
79082107493;;Активен;M2M единый 10_2022;;37,45;0;;0;;0;20,95;;0;0;;150;129,05;Без ограничений;;0;
79082107511;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082107897;;Активен;M2M единый 10_2022;;29,09;0;;0;;0;12,59;;0;0;;150;137,41;Без ограничений;;0;
79082107916;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082107946;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082107951;;Активен;M2M единый 10_2022;;33,24;0;;0;;0;16,74;;0;0;;150;133,26;Без ограничений;;0;
79082108037;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082108061;;Активен;M2M единый 10_2022;;25,68;0;;0;;0;9,18;;0;0;;150;140,82;Без ограничений;;0;
79082108198;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082108292;;Активен;M2M единый 10_2022;;34,27;0;;0;;0;17,77;;0;0;;150;132,23;Без ограничений;;0;
79082108432;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082108624;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082108629;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082108654;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082108667;;Активен;M2M единый 10_2022;;36,64;0;;0;;0;20,14;;0;0;;150;129,86;Без ограничений;;0;
79082108691;;Активен;M2M единый 10_2022;;18,04;0;;0;;0;1,54;;0;0;;150;148,46;Без ограничений;;0;
79082108697;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082108724;;Активен;M2M единый 10_2022;;22,65;0;;0;;0;6,15;;0;0;;150;143,85;Без ограничений;;0;
79082108744;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082108861;;Активен;M2M единый 10_2022;;16,77;0;;0;;0;0,27;;0;0;;150;149,73;Без ограничений;;0;
79082108926;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082108951;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082109035;;Активен;M2M единый 10_2022;;37,68;0;;0;;0;22,83;;0;0;;150;127,17;Без ограничений;;0;
79082109217;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 34;;
;;;;;;;;;;;;;;;;;;;;;
79082109316;;Активен;M2M единый 10_2022;;20,33;0;;0;;0;3,83;;0;0;;150;146,17;Без ограничений;;0;
79082109371;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082109602;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082109631;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082109671;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082109714;;Активен;M2M единый 10_2022;;39,2;0;;0;;0;22,7;;0;0;;150;127,3;Без ограничений;;0;
79082109734;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082109832;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082109837;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082110018;;Активен;M2M единый 10_2022;;40,03;0;;0;;0;23,53;;0;0;;150;126,47;Без ограничений;;0;
79082110751;;Активен;M2M единый 10_2022;;34,22;0;;0;;0;17,72;;0;0;;150;132,28;Без ограничений;;0;
79082110860;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082111843;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082112235;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082112779;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082112893;;Активен;M2M единый 10_2022;;2800;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082112984;;Активен;M2M единый 10_2022;;33,31;0;;0;;0;16,81;;0;0;;150;133,19;Без ограничений;;0;
79082113084;;Активен;M2M единый 10_2022;;33,33;0;;0;;0;16,83;;0;0;;150;133,17;Без ограничений;;0;
79082116348;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082116358;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082132355;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082133997;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082135154;;Активен;M2M единый 10_2022;;56,07;0;;0;;0;41,22;;0;0;;150;108,78;Без ограничений;;0;
79082142379;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 35;;
;;;;;;;;;;;;;;;;;;;;;
79082147069;;Активен;M2M единый 10_2022;;32,81;0;;0;;0;17,96;;0;0;;150;132,04;Без ограничений;;0;
79082147483;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082157385;;Активен;M2M единый 10_2022;;18,33;0;;0;;0;3,48;;0;0;;150;146,52;Без ограничений;;0;
79082163408;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082170410;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082174061;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082174096;;Блокирован;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082178936;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082179973;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082182790;;Активен;M2M единый 10_2022;;66,16;0;;0;;0;51,31;;0;0;;150;98,69;Без ограничений;;0;
79082194053;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082197862;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082198548;;Активен;M2M единый 10_2022;;32,18;0;;0;;0;15,68;;0;0;;150;134,32;Без ограничений;;0;
79082198563;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082198566;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082198570;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082198597;;Активен;M2M единый 10_2022;;50,15;0;;0;;0;35,3;;0;0;;150;114,7;Без ограничений;;0;
79082198598;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082198643;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082198659;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082204276;;Активен;M2M единый 10_2022;;25,15;0;;0;;0;8,65;;0;0;;150;141,35;Без ограничений;;0;
79082204599;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79082240924;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504000969;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 36;;
;;;;;;;;;;;;;;;;;;;;;
79504014591;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504030924;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504031090;;Активен;M2M единый 10_2022;;87,25;0;;0;;0;70,75;;0;0;;150;79,25;Без ограничений;;0;
79504031405;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504031631;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504031840;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504031964;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504031979;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504032254;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504032361;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504033391;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504033519;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504033619;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504033621;;Блокирован;M2M единый 10_2022;;45,37;0;;0;;0;28,87;;0;0;;150;121,13;Без ограничений;;0;
79504033685;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504033699;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504033720;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504033746;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504033977;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504034223;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504034244;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504034266;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504034436;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504034452;;Активен;M2M единый 10_2022;;159,35;0;;0;;0;145,51;;0;0;;150;4,49;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 37;;
;;;;;;;;;;;;;;;;;;;;;
79504035320;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504035946;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504036028;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504036033;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504036074;;Активен;M2M единый 10_2022;;16,6;0;;0;;0;0,1;;0;0;;150;149,9;Без ограничений;;0;
79504036518;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504036582;;Активен;M2M единый 10_2022;;80,91;0;;0;;0;64,41;;0;0;;150;85,59;Без ограничений;;0;
79504036952;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504037174;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504037179;;Активен;M2M единый 10_2022;;6,39;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504037314;;Активен;M2M единый 10_2022;;2,66;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504037436;;Активен;M2M единый 10_2022;;2,66;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504037565;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504037579;;Активен;M2M единый 10_2022;;2,66;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504037705;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504037729;;Активен;M2M единый 10_2022;;20,49;0;;0;;0;3,99;;0;0;;150;146,01;Без ограничений;;0;
79504038453;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504038521;;Активен;M2M единый 10_2022;;22,44;0;;0;;0;5,94;;0;0;;150;144,06;Без ограничений;;0;
79504038526;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504038619;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504038690;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504038734;;Активен;M2M единый 10_2022;;89,66;0;;0;;0;73,16;;0;0;;150;76,84;Без ограничений;;0;
79504038792;;Активен;M2M единый 10_2022;;74,61;0;;0;;0;58,11;;0;0;;150;91,89;Без ограничений;;0;
79504039040;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 38;;
;;;;;;;;;;;;;;;;;;;;;
79504039264;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504039281;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504039470;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504039562;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504039570;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504039701;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504039772;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504039848;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504039866;;Блокирован;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504039978;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504040041;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504040079;;Активен;M2M единый 10_2022;;166,57;0;;0;;0;150,07;;0;0;;150;0;Без ограничений;;0;
79504040291;;Активен;M2M единый 10_2022;;21,05;0;;0;;0;4,55;;0;0;;150;145,45;Без ограничений;;0;
79504040335;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504040561;;Активен;M2M единый 10_2022;;166,53;0;;0;;0;150,03;;0;0;;150;0;Без ограничений;;0;
79504040753;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504040964;;Активен;M2M единый 10_2022;;32,3;0;;0;;0;15,8;;0;0;;150;134,2;Без ограничений;;0;
79504040973;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504041458;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504041540;;Активен;M2M единый 10_2022;;2516,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504041562;;Активен;M2M единый 10_2022;;1416,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504042374;;Активен;M2M единый 10_2022;;1416,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504042615;;Активен;M2M единый 10_2022;;1400;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504042639;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 39;;
;;;;;;;;;;;;;;;;;;;;;
79504042806;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504043509;;Активен;M2M единый 10_2022;;1400;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504043575;;Активен;M2M единый 10_2022;;42,58;0;;0;;0;26,08;;0;0;;150;123,92;Без ограничений;;0;
79504043647;;Активен;M2M единый 10_2022;;28,5;0;;0;;12;0;;0;0;;150;138;Без ограничений;;0;
79504043753;;Активен;M2M единый 10_2022;;2800;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504043757;;Активен;M2M единый 10_2022;;1400;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504044162;;Активен;M2M единый 10_2022;;57,37;0;;0;;0;40,87;;0;0;;150;109,13;Без ограничений;;0;
79504044324;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504044807;;Активен;M2M единый 10_2022;;73,14;0;;0;;0;56,64;;0;0;;150;93,36;Без ограничений;;0;
79504044845;;Активен;M2M единый 10_2022;;46,19;0;;0;;0;29,69;;0;0;;150;120,31;Без ограничений;;0;
79504045170;;Активен;M2M единый 10_2022;;17,5;0;;0;;0;1;;0;0;;150;149;Без ограничений;;0;
79504045501;;Активен;M2M единый 10_2022;;1400;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504046322;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504046392;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504046487;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504047189;;Активен;M2M единый 10_2022;;2,66;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504047292;;Активен;M2M единый 10_2022;;26,3;0;;0;;0;9,8;;0;0;;150;140,2;Без ограничений;;0;
79504047305;;Активен;M2M единый 10_2022;;20,32;0;;0;;0;3,82;;0;0;;150;146,18;Без ограничений;;0;
79504047505;;Активен;Мой бизнес M (Красноярск NEW);;350;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504047611;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504047760;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504047792;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504048022;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504048099;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 40;;
;;;;;;;;;;;;;;;;;;;;;
79504048192;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504048276;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504048442;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504052369;;Активен;M2M единый 10_2022;;26,14;0;;0;;0;11,29;;0;0;;150;138,71;Без ограничений;;0;
79504059143;;Активен;M2M единый 10_2022;;42,96;0;;0;;0;28,11;;0;0;;150;121,89;Без ограничений;;0;
79504059384;;Активен;M2M единый 10_2022;;19,33;0;;0;;0;4,48;;0;0;;150;145,52;Без ограничений;;0;
79504060827;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504063687;;Активен;M2M единый 10_2022;;23,91;0;;0;;0;14,86;;0;0;;150;135,14;Без ограничений;;0;
79504063802;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504063853;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504063867;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504063893;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504063978;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504064015;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504064034;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504064071;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504064261;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504064296;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504064330;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504064506;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504064508;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504064592;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504064713;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504064773;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 41;;
;;;;;;;;;;;;;;;;;;;;;
79504064923;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504064971;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79504064985;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
